id,title,score,director
tm39557,Jaane Tu... Ya Jaane Na,7.109,Abbas Tyrewala
tm413557,Okko's Inn,7.106,Kitarou Kousaka
tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.106,Liz Plonka
tm1080252,7 Prisoners,7.105,Alexandre Moratto
tm40103,Mobile Suit Gundam: Char's Counterattack,7.1035,Yoshiyuki Tomino
tm149209,Kaminey,7.1035,Vishal Bhardwaj
tm475783,Jo Koy: Comin’ In Hot,7.1,Shannon Hartman
tm368697,Unexpectedly Yours,7.1,Cathy Garcia-Molina
tm844250,Ala Vaikunthapurramuloo,7.1,Trivikram Srinivas
tm877456,9to5: The Story of A Movement,7.1,Steven Bognar
tm1115392,Shyam Singha Roy,7.1,Rahul Sankrityan
tm857397,A Life of Speed: The Juan Manuel Fangio Story,7.1,Francisco Macri
tm349752,Heroin(e),7.1,Elaine McMillion Sheldon
tm414746,Carlos Ballarta: furia ñera,7.1,Jan Suter
tm462778,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.1,Brian Klein
tm877456,9to5: The Story of A Movement,7.1,Julia Reichert
tm414746,Carlos Ballarta: furia ñera,7.1,Raúl Campos
tm929614,GIMS: On the Record,7.1,Florent Bodin
tm94430,Nora's Will,7.1,Mariana Chenillo
tm851599,Tersanjung: The Movie,7.1,Hanung Bramantyo
tm1031448,Barbie & Chelsea: The Lost Birthday,7.1,Cassi Simonds
tm314705,Jo Koy: Live from Seattle,7.1,Shannon Hartman
tm1259747,Poketto monsuta-shin to yoba reshi aruseusu,7.1,Daiki Tomiyasu
tm1247620,The Figo Affair: The Transfer That Changed Football,7.1,David Tryhorn
tm142852,She's Dating the Gangster,7.1,Cathy Garcia-Molina
tm835958,"Martin Matte: La vie, la mort... eh la la..!",7.1,Jean-François Blais
tm320670,White Fang,7.1,Alexandre Espigares
tm244923,My Mother's Wound,7.1,Ozan Açıktan
tm315255,Ip Man 4: The Finale,7.1,Wilson Yip
tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,7.1,Marcus A. Clarke
tm850862,A Love Song for Latasha,7.1,Sophia Nahli Allison
tm236725,My Beautiful Broken Brain,7.1,Sophie Robinson
tm857187,Tom Segura: Ball Hog,7.1,Rami Hachache
tm1044137,Headspace Unwind you Mind,7.1,
tm1031976,Dhamaka,7.1,Ram Madhvani
tm236725,My Beautiful Broken Brain,7.1,Lotje Sodderland
tm475501,Wanda Sykes: Not Normal,7.1,Linda Mendoza
tm22558,Mukhsin,7.1,Yasmin Ahmad
tm243849,Extremis,7.1,Dan Krauss
tm408781,Teefa in Trouble,7.1,Ahsan Rahim
tm1064228,Fatherhood,7.1,Paul Weitz
tm676905,Hire a Woman,7.1,Ifeanyi Ikpoenyi
tm1001619,Man in Love,7.1,Chen-Hao Yin
tm376840,End Game,7.1,Rob Epstein
tm376840,End Game,7.1,Jeffrey Friedman
tm159245,Oohalu Gusagusalade,7.1,Srinivas Avasarala
tm821662,Vikruthi,7.1,Emcy Joseph
tm1247620,The Figo Affair: The Transfer That Changed Football,7.1,Ben Nicholas
tm414676,Paradise Lost,7.1,Monique Gardenberg
tm1269761,Neal Brennan: Blocks,7.1,Derek DelGaudio
tm1209228,Norm Macdonald: Nothing Special,7.1,Jeff Tomsic
tm458034,BoJack Horseman Christmas Special,7.1,Raphael Bob-Waksberg
tm208713,Gabbar Is Back,7.1,Radha Krishna Jagarlamudi
tm1209228,Norm Macdonald: Nothing Special,7.1,Norm Macdonald
tm52352,This Is the Life,7.1,Ava DuVernay
tm926580,A Family,7.1,Michihito Fujii
tm362881,Mirai,7.1,Mamoru Hosoda
tm1146751,Bahasha,7.1,
tm443179,All the Bright Places,7.0995,Brett Haley
tm148147,Big Eyes,7.0975,Tim Burton
tm977704,Robin Robin,7.096500000000001,Daniel Ojari
tm977704,Robin Robin,7.096500000000001,Mikey Please
tm225308,Into the Inferno,7.0905000000000005,Werner Herzog
tm455568,Paddleton,7.0865,Alexandre Lehmann
tm200454,Ok Kanmani,7.086,Mani Ratnam
tm436844,The Christmas Chronicles,7.0845,Clay Kaytis
tm989502,Wish You,7.084,Sung Do-joon
tm353247,Qarib Qarib Singlle,7.073499999999999,Tanuja Chandra
tm175954,Aziz Ansari: Buried Alive,7.073,Dylan Southern
tm175954,Aziz Ansari: Buried Alive,7.073,Will Lovelace
tm368449,Private Life,7.069,Tamara Jenkins
tm314863,Vivo,7.063000000000001,Kirk DeMicco
tm97982,Do Dooni Chaar,7.0595,Habib Faisal
tm183002,Madras Cafe,7.0525,Shoojit Sircar
tm290444,Pandora,7.052,Park Jung-woo
tm239635,Jimmy Carr: Funny Business,7.050000000000001,Sam Wrench
tm1255117,A Trip to Infinity,7.050000000000001,Drew Takahashi
tm1127695,The Endless Trench,7.050000000000001,Jose Mari Goenaga
tm1127695,The Endless Trench,7.050000000000001,Jon Garaño
tm416620,Quién te cantará,7.050000000000001,Carlos Vermut
tm267419,Joe Rogan: Triggered,7.050000000000001,Anthony Giordano
tm675820,A Boy Called Christmas,7.050000000000001,Gil Kenan
tm307761,Toilet: A Love Story,7.050000000000001,Shree Narayan Singh
tm1127695,The Endless Trench,7.050000000000001,Aitor Arregi
tm324588,Rory Scovel Tries Stand-Up for the First Time,7.050000000000001,Scott Moran
tm1255117,A Trip to Infinity,7.050000000000001,Jon Halperin
tm447788,Fyre,7.050000000000001,Chris Smith
tm946801,Just Another Christmas,7.050000000000001,Roberto Santucci
tm89039,Duck Season,7.050000000000001,Fernando Eimbcke
tm40550,Nairobi Half Life,7.050000000000001,David 'Tosh' Gitonga
tm457856,ReMastered: The Two Killings of Sam Cooke,7.050000000000001,Kelly Duane de la Vega
tm38454,Jeff Dunham's Very Special Christmas Special,7.050000000000001,Michael Simon
tm822246,The Forty-Year-Old Version,7.050000000000001,Radha Blank
tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,7.05,
tm483420,Ella Fitzgerald: Just One of Those Things,7.05,Leslie Woodhead
tm822272,Love for Sale 2,7.05,Andibachtiar Yusuf
tm1065041,The Seven Deadly Sins: Cursed by Light,7.05,Takayuki Hamana
tm856593,Bert Kreischer: Hey Big Boy,7.05,Jeff Tomsic
tm470560,Circus of Books,7.05,Rachel Mason
tm1293742,Sam Morril: Same Time Tomorrow,7.05,James Webb
tm30170,Don,7.05,Farhan Akhtar
tm452573,Gabriel Iglesias: One Show Fits All,7.05,Manny Rodriguez
tm927286,Making The Witcher,7.05,Nathan Wiley
tm919961,Pieces of a Woman,7.05,Kornél Mundruczó
tm852665,My Father's Dragon,7.05,Nora Twomey
tm1120766,Angèle,7.05,Sébastien Rensonnet
tm1120766,Angèle,7.05,Brice VDH
tm221740,Closet Monster,7.05,Stephen Dunn
tm1089593,Breaded Life,7.05,Biodun Stephen
tm286520,Jim Gaffigan: Cinco,7.05,Jeannie Gaffigan
tm1241053,The Kings of the World,7.05,Laura Mora
tm1150385,The Tinder Swindler,7.05,Felicity Morris
tm1045741,Blue Miracle,7.05,Julio Quintana
tm918043,Raat Akeli Hai,7.05,
tm1064193,Private Network: Who Killed Manuel Buendía?,7.05,Manuel Alcalá
tm138497,Trailer Park Boys: Countdown to Liquor Day,7.05,Mike Clattenburg
tm362047,Todd Barry: Spicy Honey,7.05,Jay Chapman
tm244233,The Book of Henry,7.05,Colin Trevorrow
tm679270,Evvarikee Cheppoddu,7.05,Basava Shankar
tm149175,The Best of Me,7.05,Michael Hoffman
tm40148,Gridiron Gang,7.0489999999999995,Phil Joanou
tm315865,Laerte-se,7.048500000000001,Lygia Barbosa da Silva
tm315865,Laerte-se,7.048500000000001,Eliane Brum
tm1018427,Moxie,7.043,Amy Poehler
tm157461,Coming Soon,7.042,Cem Yılmaz
tm885938,Mauricio Meirelles: Generating Chaos,7.038,Diego Pignataro
tm183706,Birth Reborn,7.0375,Eduardo Chauvet
tm349006,If Beale Street Could Talk,7.036,Barry Jenkins
tm80059,Naruto Shippuden the Movie,7.035500000000001,Hajime Kamegaki
tm46613,21 Jump Street,7.0344999999999995,Phil Lord
tm46613,21 Jump Street,7.0344999999999995,Christopher Miller
tm857921,The Present,7.034,Farah Nabulsi
tm36164,Naruto Shippuden the Movie: Bonds,7.0325,Hajime Kamegaki
tm242705,Raw,7.031499999999999,Julia Ducournau
tm949309,The White Tiger,7.029999999999999,Ramin Bahrani
tm178788,King Kong,7.029,Peter Jackson
tm163792,August: Osage County,7.0265,John Wells
tm95434,Love in a Puff,7.0265,Pang Ho-cheung
tm1001108,Biggie: I Got a Story to Tell,7.026,Emmett Malloy
tm1263048,Nitham Oru Vaanam,7.025,
tm674099,Rose Island,7.0245,Sydney Sibilia
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0245,Atsuji Shimizu
tm1124169,Mission Majnu,7.023,Shantanu Bagchi
tm471878,Fatima,7.023,Marco Pontecorvo
tm169669,Four Sisters and a Wedding,7.022,Cathy Garcia-Molina
tm496322,Extraction,7.022,Sam Hargrave
tm88738,Closer,7.0175,Mike Nichols
tm244317,To the Bone,7.013,Marti Noxon
tm470240,The Half of It,7.0120000000000005,Alice Wu
tm1064153,Roald Dahl's Matilda the Musical,7.0085,Matthew Warchus
tm348568,Jerry Before Seinfeld,7.007,Michael Bonfiglio
tm80455,Manorama Six Feet Under,7.006,Navdeep Singh
tm176439,Rango,7.0024999999999995,Gore Verbinski
tm452574,"Ray Romano: Right Here, Around the Corner",7.0,Michael Showalter
tm431810,Evelyn,7.0,Orlando von Einsiedel
tm1277182,Pattathu Arasan,7.0,A. Sarkunam
tm897771,Picture a Scientist,7.0,Sharon Shattuck
tm897771,Picture a Scientist,7.0,Ian Cheney
tm70154,Private Alexandria,7.0,Sandra Nashaat
tm845535,Coded Bias,7.0,Shalini Kantayya
tm1280700,Varalaru Mukkiyam,7.0,Santhosh Rajan
tm830795,Happy Old Year,7.0,Nawapol Thamrongrattanarit
tm1040688,Three Songs for Benazir,7.0,Gulistan Mirzaei
tm220473,Colin Quinn: Unconstitutional,7.0,Jay Chapman
tm985215,Princess 'Daya'Reese,7.0,Barry Gonzalez
tm1064988,Zero to Hero,7.0,Wan Chi-Man
tm949267,Notes for My Son,7.0,Carlos Sorín
tm1063034,The Wonderful: Stories from the Space Station,7.0,Clare Lewins
tm1216735,Sun of the Soil,7.0,Joe Penney
tm880822,Mobile Suit Gundam Hathaway,7.0,Shuko Murase
tm950444,Skater Girl,7.0,Manjari Makijany
tm1236382,Bank Robbers: The Last Great Heist,7.0,Matías Gueilburt
tm680024,Surviving R. Kelly: The Impact,7.0,
tm1270303,The Elephant Whisperers,7.0,Kartiki Gonsalves
tm1036542,Shadow and Bone - The Afterparty,7.0,
tm814953,This Earth of Mankind,7.0,Hanung Bramantyo
tm1032950,The Last Kids on Earth: Happy Apocalypse to You,7.0,Steve Rolston
tm295558,The Grown-Ups,7.0,Maite Alberdi
tm674135,Brother in Love,7.0,Onur Bilgetay
tm1108010,Rabbids Invasion - Mission To Mars,7.0,Franz Kirchner
tm374226,Gad Elmaleh: American Dream,7.0,Michael Simon
tm1098060,Shadow Parties,7.0,Yemi Amodu
tm1237661,Untold: The Rise and Fall of AND1,7.0,"Kevin Wilson, Jr."
tm561709,Going to Heaven,7.0,
tm159912,Agneepath,7.0,Mukul Anand
tm47673,An Egyptian Story,7.0,Youssef Chahine
tm245791,My Stupid Boss,7.0,Upi Avianto
tm191614,Destiny,7.0,Youssef Chahine
tm992844,The Dig,7.0,Simon Stone
tm1040688,Three Songs for Benazir,7.0,Elizabeth Mirzaei
tm429984,Pachamama,7.0,Juan Antin
tm181081,The Railway Man,7.0,Jonathan Teplitzky
tm823488,David Foster: Off the Record,7.0,Barry Avrich
tm890591,"Sí, Mi Amor",7.0,Pedro Flores Maldonado
tm365670,Perú: Tesoro Escondido,7.0,
tm466854,Uriyadi 2,7.0,Vijay Kumar
tm313374,The Tour,7.0,Juraj Šajmovič
tm1280414,Evangelion: Death (True)²,7.0,Hideaki Anno
tm1280414,Evangelion: Death (True)²,7.0,Masayuki
tm272484,Michael Che Matters,7.0,Oz Rodriguez
tm168869,Da Kath & Kim Code,7.0,Ted Emery
tm824398,The Platform,6.9965,Galder Gaztelu-Urrutia
tm1000599,The Last Forest,6.996,Luiz Bolognesi
tm887450,Made You Look: A True Story About Fake Art,6.9955,Barry Avrich
tm844642,Michelle Wolf: Joke Show,6.994,Lance Bangs
tm74402,The Mist,6.992,Frank Darabont
tm183037,Don 2,6.991,Farhan Akhtar
tm300447,Bill Burr: Walk Your Way Out,6.9885,Jay Karas
tm230551,Ip Man 3,6.9875,Wilson Yip
tm272060,What Happened to Monday,6.9864999999999995,Tommy Wirkola
tm1180123,The House,6.984,Paloma Baeza
tm138667,Taramani,6.984,Ram
tm1180123,The House,6.984,Emma De Swaef
tm1180123,The House,6.984,Marc James Roels
tm1180123,The House,6.984,Niki Lindroth von Bahr
tm120108,Kung Fu Panda 3,6.980499999999999,Jennifer Yuh Nelson
tm120108,Kung Fu Panda 3,6.980499999999999,Alessandro Carloni
tm57610,Talaash,6.98,Reema Kagti
tm894619,Feel the Beat,6.9795,Elissa Down
tm300799,Minions: The Rise of Gru,6.979,Kyle Balda
tm824160,Fear Street: Part Two - 1978,6.977,Leigh Janiak
tm165967,Mandela: Long Walk to Freedom,6.9765,Justin Chadwick
tm860261,To All the Boys: Always and Forever,6.9755,Michael Fimognari
tm53805,Stepmom,6.974,Chris Columbus
tm1299586,Unlocked,6.9735,Kim Tae-joon
tm829052,How I Became a Gangster,6.971500000000001,Maciej Kawulski
tm1047503,Trees of Peace,6.970000000000001,Alanna Brown
tm349138,One of Us,6.968999999999999,Heidi Ewing
tm349138,One of Us,6.968999999999999,Rachel Grady
tm159593,No One Killed Jessica,6.9655000000000005,Raj Kumar Gupta
tm348993,22 July,6.964,Paul Greengrass
tm413955,A Fortunate Man,6.9635,Bille August
tm1217553,Top Gun,6.9635,Tony Scott
tm911973,Enola Holmes,6.9605,Harry Bradbeer
tm117873,Hum Aapke Hain Koun..!,6.9575,Sooraj Barjatya
tm318200,Clive Davis: The Soundtrack of Our Lives,6.952999999999999,Chris Perkel
tm1150727,Kapil Sharma: I'm Not Done Yet,6.95,Saahil Chhabria
tm241875,Frank & Cindy,6.95,G.J. Echternkamp
tm988879,Tony Parker: The Final Shot,6.95,Florent Bodin
tm238722,Collateral Beauty,6.95,David Frankel
tm1275346,Minions & More Volume 2,6.95,
tm1179526,Fast & Feel Love,6.95,Nawapol Thamrongrattanarit
tm854454,Varane Avashyamund,6.95,Anoop Sathyan
tm426202,Demetri Martin: The Overthinker,6.95,Jay Karas
tm998033,Doctor,6.95,Nelson Dilipkumar
tm1138870,Badhaai Do,6.95,Harshavardhan Kulkarni
tm66466,Wazir,6.95,Bejoy Nambiar
tm938048,Michelle Buteau: Welcome to Buteaupia,6.95,Page Hurwitz
tm413558,Funan,6.95,Denis Do
tm1278981,Making 1899,6.95,Andrew Amondson
tm1003353,Operation Varsity Blues: The College Admissions Scandal,6.95,Chris Smith
tm470378,ReMastered: Devil at the Crossroads,6.95,Brian Oakes
tm446609,The Great Hack,6.95,Karim Amer
tm446609,The Great Hack,6.95,Jehane Noujaim
tm855641,Home2Home,6.95,Dennis Kailing
tm421855,4K Fireplace,6.95,
tm213681,Veteran,6.95,Ryoo Seung-wan
tm1165179,Kongsi Raya,6.95,Teddy Chan
tm88366,Main Hoon Na,6.95,Farah Khan
tm236999,Our Lovers,6.95,Miguel Ángel Lamata
tm348845,Marc Maron: Too Real,6.95,Lynn Shelton
tm1164936,Father Stu,6.95,Rosalind Ross
tm321627,Ali's Wedding,6.95,Jeffrey Walker
tm71558,The Legend of the Nahuala,6.95,Ricardo Arnaiz
tm1107587,Drifting Home,6.95,Hiroyasu Ishida
tm454861,Patria,6.95,Matías Gueilburt
tm40860,Big Time Movie,6.95,Savage Steve Holland
tm208628,Dil Dhadakne Do,6.95,Zoya Akhtar
tm850417,The Metamorphosis of Birds,6.95,Catarina Vasconcelos
tm69749,The Deal,6.95,Sandra Nashaat
tm926528,AK vs AK,6.95,Vikramaditya Motwane
tm420181,Spelling the Dream,6.95,Sam Rega
tm894254,Penguin Bloom,6.949999999999999,Glendyn Ivin
tm316567,HiGH&LOW: The Red Rain,6.949999999999999,Yudai Yamaguchi
tm453903,Elisa & Marcela,6.949999999999999,Isabel Coixet
tm151927,Mary Kom,6.949999999999999,Omung Kumar
tm919864,The Disciple,6.949999999999999,Chaitanya Tamhane
tm435836,Mere Pyare Prime Minister,6.949999999999999,Rakeysh Omprakash Mehra
tm1082974,Count Me In,6.949999999999999,Mark Lo
tm299761,Toc Toc,6.949999999999999,Vicente Villanueva
tm364206,Ex-Shaman,6.949999999999999,Luiz Bolognesi
tm474695,Dying to Tell,6.949999999999999,Hernán Zin
tm974195,THE FABLE: The Killer Who Doesn't Kill,6.949999999999999,Kan Eguchi
tm93004,Yuva,6.949999999999999,Mani Ratnam
tm211478,Tamasha,6.949999999999999,Imtiaz Ali
tm980657,The Soul,6.949999999999999,Cheng Wei-Hao
tm977620,Asakusa Kid,6.949999999999999,Gekidan Hitori
tm372969,Love per Square Foot,6.943,Anand Tiwari
tm312676,Leave No Trace,6.9425,Debra Granik
tm884581,Rich in Love,6.9415,Bruno Garotti
tm298779,Lu Over the Wall,6.941,Masaaki Yuasa
tm449070,Black Mirror: Bandersnatch,6.9405,David Slade
tm1080229,Django & Django: Sergio Corbucci Unchained,6.938000000000001,Luca Rea
tm245042,Budhia Singh: Born to Run,6.9365,Soumendra Padhi
tm131198,Rocky IV,6.9335,Sylvester Stallone
tm984018,Cops and Robbers,6.931,Timothy Ware-Hill
tm984018,Cops and Robbers,6.931,Arnon Manor
tm35112,A Knight's Tale,6.931,Brian Helgeland
tm83175,Welcome,6.9305,Anees Bazmee
tm118438,Anjaam,6.925,Rahul Rawail
tm1096769,Lead Me Home,6.922499999999999,Pedro Kos
tm1096769,Lead Me Home,6.922499999999999,Jon Shenk
tm1201399,"BARDO, False Chronicle of a Handful of Truths",6.921,Alejandro González Iñárritu
tm96037,Naruto Shippuden the Movie: The Lost Tower,6.917999999999999,Masahiko Murata
tm144353,Parenthood,6.91,Ron Howard
tm840761,The Princess Switch: Switched Again,6.91,Mike Rohl
tm426630,Soni,6.9094999999999995,Ivan Ayr
tm97441,Easy A,6.9085,Will Gluck
tm230478,Brent Morin: I'm Brent Morin,6.904,Lance Bangs
tm855535,The Hater,6.903,Jan Komasa
tm179734,World War Z,6.901,Marc Forster
tm980358,You Are My Home,6.9,Amanda Raymond
tm1235732,Shania Twain: Not Just a Girl,6.9,Joss Crowley
tm441060,ReMastered: Tricky Dick & The Man in Black,6.9,Sara Dosa
tm1106212,Photocopier,6.9,Wregas Bhanuteja
tm869373,High & Low: The Worst,6.9,Shigeaki Kubo
tm1165219,Ali Wong: Don Wong,6.9,Nahnatchka Khan
tm28024,A Very Special Love,6.9,Cathy Garcia-Molina
tm1108171,Edis Starlight,6.9,Kürşad  Bayhan
tm937044,Bigflo & Oli: Hip Hop Frenzy,6.9,Olivio Ordonez
tm860204,Dreamy Eyes,6.9,Victor Vũ
tm1137051,Bubble,6.9,Tetsuro Araki
tm1259217,I Used to Be Famous,6.9,Eddie Sternberg
tm434917,I Am Jonas,6.9,Christophe Charrier
tm985550,Crazy About Her,6.9,Dani de la Orden
tm937044,Bigflo & Oli: Hip Hop Frenzy,6.9,Florian Ordonez
tm429567,Party Monster: Scratching the Surface,6.9,Rhys Thomas
tm430059,The Hows of Us,6.9,Cathy Garcia-Molina
tm170198,Seethamma Vakitlo Sirimalle Chettu,6.9,Srikanth Addala
tm464435,Grass Is Greener,6.9,Fab 5 Freddy
tm873159,The Yin-Yang Master: Dream of Eternity,6.9,Guo Jingming
tm1094217,Chickenhare and the Hamster of Darkness,6.9,Ben Stassen
tm838022,Upstarts,6.9,Udai Singh Pawar
tm348281,Kingdom of Us,6.9,Lucy Cohen
tm850730,Adú,6.9,Salvador Calvo
tm1029256,Ferry,6.9,Cecilia Verheyden
tm372917,Pope Francis: A Man of His Word,6.9,Wim Wenders
tm224255,Very Big Shot,6.9,Mir-Jean Bou Chaaya
tm475252,The Lift Boy,6.9,Jonathan Augustin
tm945831,The Magic School Bus Rides Again: The Frizz Connection,6.9,
tm470597,A Kid from Coney Island,6.9,Coodie Simmons
tm470597,A Kid from Coney Island,6.9,Chike Ozah
tm857399,Marc Maron: End Times Fun,6.9,Lynn Shelton
tm1237640,Untold: Operation Flagrant Foul,6.9,David Terry Fine
tm75975,Prince,6.9,Lekh Tandon
tm818325,Lusala,6.9,Mugambi Nthiga
tm33729,Taxi No. 9 2 11,6.9,Milan Luthria
tm225693,Keith Richards: Under the Influence,6.9,Morgan Neville
tm22636,Trailer Park Boys: The Movie,6.9,Mike Clattenburg
tm1246734,Tim Dillon: A Real Hero,6.9,Ben Avery
tm437159,ReMastered: Who Shot the Sheriff,6.9,Kief Davidson
tm410298,Samouni Road,6.9,Stefano Savona
tm444247,This Changes Everything,6.9,Tom Donahue
tm319127,Vir Das: Abroad Understanding,6.9,Marcus Raboy
tm352705,Jack Whitehall: At Large,6.9,Brian Klein
tm1243800,Gabriel Iglesias: Stadium Fluffy,6.9,Manny Rodriguez
tm1247272,Jogi,6.9,Ali Abbas Zafar
tm136036,That Thing Called Tadhana,6.9,Antoinette Jadaone
tm993616,The Tambour of Retribution,6.9,Abdulaziz Alshlahei
tm1022103,Outlaws,6.9,Daniel Monzón
tm1261887,I Am Vanessa Guillen,6.9,Christy Wegener
tm1042782,Attention Please,6.9,Jithin Issac Thomas
tm80339,Naruto the Movie: Ninja Clash in the Land of Snow,6.9,Tensai Okamura
tm323195,Sarah Silverman: A Speck of Dust,6.9,Liam Lynch
tm1023677,Darlings,6.9,Jasmeet K Reen
tm441060,ReMastered: Tricky Dick & The Man in Black,6.9,Barbara Kopple
tm1285871,True Spirit,6.8919999999999995,Sarah Spillane
tm320570,Tully,6.8919999999999995,Jason Reitman
tm849003,The Old Guard,6.890499999999999,Gina Prince-Bythewood
tm182580,Ghadi,6.890000000000001,Amin Dora
tm56033,Croupier,6.888,Mike Hodges
tm181856,Jeff Dunham: Controlled Chaos,6.8875,Michael Simon
tm914535,2 Hearts,6.8865,Lance Hool
tm77348,Life in a Metro,6.8865,Anurag Basu
tm1129112,18 Pages,6.8835,Palnati Surya Pratap
tm946927,Dance Dreams: Hot Chocolate Nutcracker,6.8835,Oliver Bokelberg
tm1082564,The Adam Project,6.882,Shawn Levy
tm845594,Irandam Ulagaporin Kadaisi Gundu,6.8815,Athiyan Athirai
tm318206,Den of Thieves,6.8795,Christian Gudegast
tm1198388,Cyber Hell: Exposing an Internet Horror,6.8785,Choi Jin-sung
tm187157,Something Necessary,6.875,Judy Kibinge
tm1184116,The Good Nurse,6.872,Tobias Lindholm
tm350379,Ghostland,6.871,Pascal Laugier
tm166973,Mixtape,6.8675,Valerie Weiss
tm153164,Puriyaatha Puthir,6.8625,Ranjit Jeyakodi
tm137379,Silent,6.862,Brandon Oldenburg
tm137379,Silent,6.862,Limbert Fabian
tm444017,"Extremely Wicked, Shockingly Evil and Vile",6.8585,Joe Berlinger
tm161562,Copenhagen,6.8580000000000005,Mark Raso
tm1132176,Jimmy Carr: His Dark Material,6.8535,Brian Klein
tm315340,The Night Comes for Us,6.853,Timo Tjahjanto
tm219258,Brain on Fire,6.85,Gerard Barrett
tm219233,Loving,6.85,Jeff Nichols
tm218186,Septembers of Shiraz,6.85,Wayne Blair
tm998858,Brian Regan: On the Rocks,6.85,Troy Miller
tm907704,Dark City Beneath the Beat,6.85,TT the Artist
tm76029,Under the Bombs,6.85,Philippe Aractingi
tm349021,Missing Link,6.85,Chris Butler
tm1217689,Yuri Marçal: Honest Mistake,6.85,Fabio Ock
tm428506,The Man Who Feels No Pain,6.85,Vasan Bala
tm1111987,Munich: The Edge of War,6.85,Christian Schwochow
tm1217689,Yuri Marçal: Honest Mistake,6.85,Riccardo Melchiades
tm144121,Get on Up,6.85,Tate Taylor
tm311902,Jim Norton: Mouthful of Shame,6.85,Shannon Hartman
tm460055,The War Against Women,6.85,Hernán Zin
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,6.85,Marcus Raboy
tm212909,Just the Way You Are,6.85,Theodore Boborol
tm158436,Print the Legend,6.85,J. Clay Tweel
tm158436,Print the Legend,6.85,Luis Lopez
tm418157,Monty Python Conquers America,6.85,Will Yapp
tm92977,Ishqiya,6.85,Abhishek Chaubey
tm319818,Outlaw King,6.85,David Mackenzie
tm844208,What the F* Is Going On?,6.85,Marta Jaenes
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",6.85,Joshua Rofé
tm369210,Ricardo Quevedo: Hay gente así,6.85,
tm1146635,Daiki Tsuneta: Tokyo Chaotic,6.85,Hayato Takahashi
tm1185360,Return to Space,6.85,Jimmy Chin
tm348403,A Shaun the Sheep Movie: Farmageddon,6.85,Richard Phelan
tm200475,"Beirut, Oh Beirut",6.85,Maroun Bagdadi
tm155014,Trailer Park Boys: Live at the North Pole,6.85,
tm881587,"Vengeance Is Mine, All Others Pay Cash",6.85,Edwin
tm423593,Aruna & Her Palate,6.85,Edwin
tm997608,Hate by Dani Rovira,6.85,Mario Briongos
tm285107,Victoria & Abdul,6.85,Stephen Frears
tm275800,The Lighthouse of the Orcas,6.85,Gerardo Olivares
tm155309,Julie & Julia,6.85,Nora Ephron
tm429163,The Photographer of Mauthausen,6.85,Mar Targarona
tm1166046,Ante... Sundaraniki!,6.85,Vivek Athreya
tm73058,Om Shanti Om,6.85,Farah Khan
tm455197,Kabir Singh,6.85,Sandeep Reddy Vanga
tm916997,Work It,6.85,Laura Terruso
tm494295,Straight Up,6.85,James Sweeney
tm348403,A Shaun the Sheep Movie: Farmageddon,6.85,Will Becher
tm844208,What the F* Is Going On?,6.85,Rosa Marquez
tm1185360,Return to Space,6.85,Elizabeth Chai Vasarhelyi
tm144951,Beyond the Lights,6.85,Gina Prince-Bythewood
tm473647,ReMastered: The Lion's Share,6.85,Sam Cullman
tm1243687,Noise,6.85,Natalia Beristáin
tm368725,Love Is a Story,6.85,Cristina Jacob
tm286532,Rock My Heart,6.85,Hanno Olderdissen
tm175364,Chhota Bheem Aur Hanuman,6.85,Rajiv Chilaka
tm886087,Skemerson,6.85,
tm209987,Christine,6.848000000000001,Jessica Adler
tm1255451,Call Me Chihiro,6.8475,Rikiya Imaizumi
tm483602,Malang,6.8469999999999995,Mohit Suri
tm413049,Animal World,6.8445,Yan Han
tm983668,Misha and the Wolves,6.8425,Sam Hobkinson
tm299771,Gad Gone Wild,6.841,Mario Rouleau
tm181631,Side Effects,6.84,Steven Soderbergh
tm937265,You've Got This,6.838,Salvador Espinosa
tm976166,Malcolm & Marie,6.8365,Sam Levinson
tm48779,Rocky III,6.8315,Sylvester Stallone
tm1060775,"Lyle, Lyle, Crocodile",6.8315,Will Speck
tm1060775,"Lyle, Lyle, Crocodile",6.8315,Josh Gordon
tm1098514,The Falls,6.8294999999999995,Chung Mong-Hong
tm998899,The Fisherman's Diary,6.825,Enah Johnscott
tm361759,Colette,6.8245000000000005,Wash Westmoreland
tm420826,The Highwaymen,6.821,John Lee Hancock
tm266702,The Climb,6.8185,Ludovic Bernard
tm887052,Father Soldier Son,6.8185,Leslye Davis
tm887052,Father Soldier Son,6.8185,Catrin Einhorn
tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,6.8175,Takahiro Imamura
tm810547,Night in Paradise,6.816000000000001,Park Hoon-jung
tm125473,Fletch,6.814,Michael Ritchie
tm129971,Luck by Chance,6.810499999999999,Zoya Akhtar
tm458292,Space Sweepers,6.8100000000000005,Jo Sung-hee
